v1,v2,Phrases
ham,0,TrishaTiwari @oksbi
ham,0,RiyaYadav @okhdfc
ham,0,sunnysng @idbi
ham,0,AishaChoudhury @idbi
ham,0,KrishaPatel @okhdfc
ham,0,RishaanSharma @okybl
ham,0,SanyaJoshi @kbl
ham,0,AryanGupta @okhdfc
ham,0,IshitaChauhan @kbl
spam,1,AvyaanBansal @okaxl
ham,0,AishaChoudhury @idbi
spam,1,MiraChoudhury @idbi
ham,0,AmairaSingh @okaxl
ham,0,skylarShr @okhdfc
spam,1,IshanSharma @kbl
ham,0,TaraChoudhury @okhdfc
ham,0,BhavyaJain @okaxl
ham,0,SanyaJoshi @okhdfc
ham,0,KairaKapoor @oksbi
ham,0,SanyaJoshi @idbi
ham,0,YashJoshi @oksbi
spam,1,ShivanshKumar @okybl
ham,0,AnanyaBhat @okhdfc
ham,0,happysng @okhdfc
spam,1,ChaitanyaShah @oksbi
ham,0,ShreyaKhanna @okaxl
spam,1,AhaanSharma @okaxl
ham,0,RiaTiwari @kbl
ham,0,KrishaPatel @kbl
ham,0,AhaanSharma @okicici
ham,0,RahulKumar @idbi
ham,0,AhaanSharma @oksbi
ham,0,AmitJoshi @oksbi
ham,0,ShivanshKumar @okhdfc
ham,0,rachelGreen @oksbi
ham,0,SohamKapoor @okicici
ham,0,RuhanBansal @idbi
ham,0,AdvaitSingh @okhdfc
ham,0,AdvikaMehta @okaxl
spam,1,MyraSahu @idbi
ham,0,PranavGupta @oksbi
ham,0,AmritaThakur @oksbi
ham,0,RahulKumar @kbl
ham,0,IshaniDesai @idbi
ham,0,SohamKapoor @kbl
spam,1,TrishaTiwari @okybl
ham,0,RheaBhat @idbi
ham,0,AaravKumar @okhdfc
ham,0,KabirKumar @idbi
spam,1,SiyaShah @okybl
ham,0,AryanGupta @okybl
ham,0,rjk @okhdfc
ham,0,SwaraSingh @okaxl
ham,0,RheaBhat @okaxl
ham,0,VanyaAgarwal @okaxl
ham,0,KritikaSingh @okicici
ham,0,AyushKumar @okybl
ham,0,PrishaSharma @okhdfc
ham,0,PranavGupta @kbl
spam,1,RahulKumar @okicici
spam,1,AnikaYadav @oksbi
ham,0,AryanGupta @idbi
ham,0,rohnr @oksbi
ham,0,DhruvMehta @okicici
ham,0,KritikaSingh @idbi
ham,0,ArnavSingh @oksbi
ham,0,AvyaanBansal @kbl
ham,0,rachelGreen @kbl
ham,0,PrishaSharma @okaxl
ham,0,AdvikaMehta @okaxl
ham,0,DivyaAgarwal @okybl
ham,0,PrishaSharma @okybl
ham,0,AmritaThakur @idbi
spam,1,AryanGupta @okhdfc
spam,1,skylarShr @kbl
ham,0,SohamKapoor @okhdfc
ham,0,VanyaAgarwal @idbi
spam,1,MohitJain @idbi
ham,0,YugKapoor @idbi
ham,0,RiyaYadav @okybl
ham,0,NavyaVerma @okaxl
ham,0,rahul @okicici
ham,0,AmairaSingh @okybl
ham,0,AishaChoudhury @okicici
ham,0,PrishaSharma @oksbi
spam,1,RuhiMehra @okhdfc
ham,0,AarohiShah @okybl
ham,0,SanyaJoshi @idbi
ham,0,RachitVerma @oksbi
ham,0,ShreyaKhanna @okaxl
ham,0,DivyaAgarwal @okicici
ham,0,rjk @okhdfc
ham,0,RiaTiwari @kbl
ham,0,AmairaSingh @oksbi
ham,0,AdvaitSingh @idbi
ham,0,DhruvMehta @okybl
ham,0,TrishaTiwari @okhdfc
ham,0,ShreyaKhanna @okicici
ham,0,AyushKumar @okhdfc
ham,0,AdvikaMehta @idbi
spam,1,AarohiShah @okicici
ham,0,MohitJain @kbl
ham,0,AnviKapoor @kbl
ham,0,sunnysng @okhdfc
spam,1,skylarShr @okybl
ham,0,IshaniDesai @okybl
ham,0,AkshayVerma @okicici
ham,0,happysng @okaxl
ham,0,rohnr @okybl
ham,0,ZaraThakur @okybl
ham,0,AbhinavGupta @kbl
ham,0,YugKapoor @okaxl
ham,0,SamarVerma @idbi
ham,0,AnviKapoor @okaxl
ham,0,SanyaJoshi @okhdfc
ham,0,ShreyaKhanna @oksbi
ham,0,ShreyaKhanna @okybl
ham,0,PranavGupta @okicici
ham,0,SnehaThakur @okybl
ham,0,AmitJoshi @okhdfc
spam,1,VanyaAgarwal @kbl
ham,0,ArnavSingh @okybl
ham,0,NehaThakur @kbl
ham,0,SaanviMehta @kbl
ham,0,RishaanSharma @idbi
ham,0,AhaanSharma @okybl
ham,0,RheaBhat @okybl
spam,1,NavyaVerma @okicici
ham,0,sunnysng @okybl
ham,0,SarthakGupta @kbl
ham,0,BhavyaJain @kbl
spam,1,AmairaSingh @idbi
ham,0,vdty @oksbi
ham,0,KritikaSingh @okhdfc
ham,0,SanyaJoshi @okicici
ham,0,ZaraThakur @okybl
ham,0,SaanviMehta @oksbi
ham,0,AaravKumar @kbl
ham,0,AvyaanBansal @okybl
ham,0,VivaanMehta @oksbi
ham,0,KrishaPatel @okicici
ham,0,DishaKhanna @idbi
ham,0,ZoyaSingh @okybl
ham,0,RitikaKapoor @idbi
ham,0,KritikaSingh @oksbi
ham,0,SohamKapoor @oksbi
ham,0,MyraSahu @oksbi
ham,0,KairaKapoor @okicici
ham,0,KritikaSingh @okybl
ham,0,RuhiMehra @oksbi
ham,0,rjk @oksbi
spam,1,AmairaSingh @kbl
ham,0,VivaanMehta @oksbi
spam,1,RheaBhat @okaxl
ham,0,AnviKapoor @okhdfc
ham,0,rahul @okhdfc
ham,0,BhavyaJain @idbi
ham,0,MiraChoudhury @idbi
ham,0,BhavyaJain @oksbi
ham,0,KrishaPatel @kbl
ham,0,AdvikaMehta @idbi
ham,0,ZaraThakur @okybl
ham,0,YashJoshi @okicici
spam,1,AnviKapoor @okhdfc
spam,1,ArnavSingh @idbi
ham,0,RiyaYadav @okicici
spam,1,vdty @okicici
spam,1,AmritaThakur @okicici
ham,0,SanyaJoshi @kbl
ham,0,rahul @okybl
ham,0,AryanGupta @okhdfc
ham,0,AashviPatel @okaxl
ham,0,MohitJain @okicici
ham,0,rahul @okybl
ham,0,rjk @okaxl
ham,0,AashviPatel @kbl
ham,0,TaraChoudhury @okicici
ham,0,AnviKapoor @oksbi
ham,0,ShanayaPatel @oksbi
spam,1,AryanGupta @kbl
ham,0,SanyaJoshi @oksbi
ham,0,ArnavSingh @okaxl
ham,0,SaanviMehta @idbi
ham,0,DivyaAgarwal @kbl
ham,0,ChaitanyaShah @okhdfc
ham,0,sunnysng @okybl
ham,0,SanyaJoshi @idbi
ham,0,AhaanSharma @oksbi
ham,0,VihaanSharma @okaxl
ham,0,RiyaYadav @kbl
ham,0,ZoyaSingh @okaxl
ham,0,rohnr @okhdfc
ham,0,ShivanshKumar @kbl
spam,1,IshikaReddy @okicici
ham,0,ShreyaKhanna @okhdfc
ham,0,rjk @idbi
ham,0,AaravKumar @okhdfc
ham,0,KrishaPatel @okaxl
ham,0,VihaanSharma @okybl
ham,0,vdty @oksbi
ham,0,VihaanSharma @oksbi
ham,0,RahulKumar @oksbi
ham,0,AhaanSharma @okaxl
ham,0,SanyaJoshi @idbi
ham,0,PrishaSharma @okhdfc
ham,0,MohitJain @okicici
ham,0,SnehaThakur @kbl
ham,0,ArnavSingh @okicici
ham,0,AaravKumar @okicici
ham,0,SamarVerma @oksbi
ham,0,happysng @okaxl
ham,0,ShanayaPatel @okybl
ham,0,ChaitanyaShah @okaxl
ham,0,AaryanJain @okhdfc
ham,0,happysng @okhdfc
ham,0,AmritaThakur @okaxl
spam,1,NavyaVerma @okaxl
ham,0,VihaanSharma @idbi
ham,0,NavyaVerma @kbl
ham,0,AnviKapoor @okaxl
ham,0,AryanGupta @okaxl
ham,0,skylarShr @okaxl
ham,0,RachitVerma @okybl
ham,0,DhruvMehta @okaxl
ham,0,RitikaKapoor @okicici
spam,1,RishaanSharma @kbl
ham,0,PranavGupta @idbi
ham,0,AarohiShah @kbl
ham,0,RishaanSharma @idbi
ham,0,AishaChoudhury @okhdfc
ham,0,RuhanBansal @okicici
ham,0,YashJoshi @okhdfc
ham,0,AnikaYadav @oksbi
ham,0,AnayaMishra @kbl
spam,1,AaravKumar @okybl
ham,0,IshanSharma @okicici
ham,0,RitikaKapoor @okybl
ham,0,AryaTiwari @kbl
ham,0,AaryanJain @idbi
spam,1,AmitJoshi @okybl
ham,0,sunnysng @idbi
ham,0,sunnysng @kbl
ham,0,sunnysng @okicici
ham,0,ZaraThakur @okhdfc
ham,0,vdty @okybl
ham,0,PrishaSharma @okybl
ham,0,ShanayaPatel @okaxl
ham,0,PrishaSharma @okaxl
ham,0,AryanGupta @okhdfc
ham,0,BhavyaJain @okhdfc
ham,0,vdty @oksbi
ham,0,KabirKumar @idbi
ham,0,AishaChoudhury @okybl
ham,0,PrishaSharma @okicici
ham,0,RachitVerma @okhdfc
ham,0,AdvikaMehta @okybl
ham,0,AnikaYadav @okaxl
ham,0,AdvikaMehta @idbi
ham,0,RishaanSharma @idbi
ham,0,ShanayaPatel @okhdfc
spam,1,VivaanMehta @okaxl
spam,1,YugKapoor @okybl
spam,1,KairaKapoor @okaxl
ham,0,AnikaYadav @okybl
ham,0,RuhiMehra @okybl
ham,0,IshikaReddy @okybl
spam,1,SnehaThakur @okicici
ham,0,NehaThakur @oksbi
ham,0,rachelGreen @idbi
ham,0,RushilReddy @okicici
ham,0,ZaraThakur @okaxl
ham,0,RachitVerma @okybl
ham,0,PrishaSharma @idbi
spam,1,NehaThakur @okybl
spam,1,VanyaAgarwal @okaxl
ham,0,AryaTiwari @kbl
ham,0,ShanayaPatel @okaxl
ham,0,AaryanJain @okaxl
ham,0,AdvikaMehta @idbi
spam,1,AmairaSingh @okaxl
ham,0,RuhanBansal @oksbi
spam,1,MohitJain @okybl
ham,0,AbhinavGupta @idbi
ham,0,DishaKhanna @idbi
ham,0,AnkitSharma @idbi
ham,0,AnanyaBhat @kbl
ham,0,AaryanJain @kbl
ham,0,NehaThakur @okybl
ham,0,KabirKumar @kbl
ham,0,AnkitSharma @okhdfc
spam,1,rjk @kbl
ham,0,AashviPatel @okhdfc
ham,0,KritikaSingh @okaxl
ham,0,IshanSharma @oksbi
ham,0,AvyaanBansal @oksbi
ham,0,TrishaTiwari @idbi
ham,0,vdty @kbl
ham,0,AyushKumar @oksbi
ham,0,AishaChoudhury @kbl
ham,0,skylarShr @okybl
ham,0,RushilReddy @okybl
spam,1,AnanyaBhat @idbi
ham,0,SamarVerma @okicici
ham,0,SohamKapoor @okybl
ham,0,ChaitanyaShah @kbl
ham,0,TrishaTiwari @kbl
ham,0,AnikaYadav @okaxl
ham,0,KrishaPatel @idbi
ham,0,NavyaVerma @okybl
ham,0,IshitaChauhan @kbl
ham,0,SiyaShah @okicici
ham,0,IshitaChauhan @kbl
ham,0,VihaanSharma @okaxl
ham,0,IshanSharma @okhdfc
ham,0,rachelGreen @oksbi
spam,1,ArnavSingh @okaxl
spam,1,AarohiShah @okaxl
ham,0,YugKapoor @okicici
ham,0,AmairaSingh @okicici
ham,0,RuhanBansal @okaxl
ham,0,NavyaVerma @oksbi
ham,0,RitikaKapoor @okhdfc
ham,0,SanyaJoshi @kbl
ham,0,SamarVerma @okhdfc
ham,0,ShanayaPatel @oksbi
ham,0,AaravKumar @okhdfc
spam,1,AmitJoshi @okhdfc
ham,0,RuhanBansal @okicici
spam,1,AmritaThakur @oksbi
ham,0,RahulKumar @idbi
ham,0,rohnr @okybl
ham,0,RitikaKapoor @kbl
ham,0,AaryanJain @okhdfc
ham,0,AryanGupta @idbi
ham,0,KabirKumar @okicici
ham,0,VivaanMehta @okhdfc
ham,0,RachitVerma @okybl
ham,0,PrishaSharma @idbi
ham,0,skylarShr @kbl
ham,0,IshikaReddy @kbl
ham,0,AdvikaMehta @okybl
ham,0,IshikaReddy @idbi
ham,0,RheaBhat @kbl
ham,0,AyushKumar @okaxl
ham,0,vdty @kbl
ham,0,AarohiShah @okhdfc
ham,0,SnehaThakur @kbl
spam,1,AbhinavGupta @okhdfc
ham,0,AaryanJain @okhdfc
spam,1,AbhinavGupta @okicici
ham,0,RitikaKapoor @okybl
ham,0,rohnr @idbi
ham,0,VivaanMehta @kbl
ham,0,RuhiMehra @oksbi
ham,0,RuhiMehra @oksbi
ham,0,VanyaAgarwal @okybl
spam,1,AdvaitSingh @okicici
ham,0,AryanGupta @okybl
ham,0,AdvaitSingh @okaxl
ham,0,KritikaSingh @kbl
ham,0,AnikaYadav @idbi
ham,0,AnanyaBhat @okicici
ham,0,AishaChoudhury @oksbi
ham,0,RitikaKapoor @okhdfc
spam,1,DishaKhanna @idbi
ham,0,SamarVerma @kbl
ham,0,AdvaitSingh @okybl
ham,0,KairaKapoor @kbl
ham,0,SnehaThakur @okaxl
ham,0,DhruvMehta @idbi
ham,0,SwaraSingh @okaxl
spam,1,AmitJoshi @idbi
ham,0,BhavyaJain @oksbi
ham,0,AyushKumar @okybl
ham,0,AnviKapoor @okhdfc
ham,0,skylarShr @idbi
ham,0,BhavyaJain @idbi
ham,0,IshaniDesai @kbl
ham,0,IshikaReddy @idbi
spam,1,RitikaKapoor @kbl
ham,0,PrishaSharma @oksbi
ham,0,AashviPatel @okybl
ham,0,vdty @okhdfc
ham,0,RuhanBansal @okicici
ham,0,MohitJain @oksbi
ham,0,AnanyaBhat @okaxl
ham,0,SiyaShah @okicici
ham,0,skylarShr @idbi
ham,0,AyushKumar @idbi
spam,1,VihaanSharma @okaxl
ham,0,YugKapoor @kbl
ham,0,MohitJain @okaxl
ham,0,KabirKumar @kbl
ham,0,ArnavSingh @okicici
ham,0,KairaKapoor @oksbi
ham,0,AryanGupta @okybl
ham,0,AnanyaBhat @okicici
ham,0,rohnr @okicici
ham,0,SwaraSingh @okybl
ham,0,skylarShr @idbi
spam,1,RachitVerma @idbi
ham,0,VihaanSharma @oksbi
ham,0,ShanayaPatel @kbl
ham,0,RushilReddy @okaxl
ham,0,DivyaAgarwal @okybl
ham,0,MyraSahu @okicici
ham,0,ZoyaSingh @kbl
ham,0,IshaniDesai @okhdfc
ham,0,AashviPatel @okaxl
spam,1,IshikaReddy @okybl
ham,0,RheaBhat @okybl
ham,0,AaravKumar @kbl
ham,0,AryanGupta @okicici
ham,0,AaryanJain @okaxl
ham,0,MyraSahu @oksbi
ham,0,AdvikaMehta @okhdfc
ham,0,MohitJain @okicici
ham,0,AdvaitSingh @okicici
ham,0,PranavGupta @idbi
ham,0,rohnr @oksbi
ham,0,SnehaThakur @oksbi
ham,0,ZoyaSingh @oksbi
ham,0,ShanayaPatel @okhdfc
ham,0,AryanGupta @oksbi
ham,0,AdvikaMehta @kbl
ham,0,VanyaAgarwal @okicici
ham,0,RheaBhat @okicici
ham,0,AnkitSharma @okhdfc
ham,0,AnanyaBhat @okhdfc
ham,0,BhavyaJain @kbl
spam,1,SwaraSingh @okaxl
ham,0,sunnysng @okhdfc
ham,0,ArnavSingh @okicici
ham,0,AyushKumar @okhdfc
ham,0,AmritaThakur @kbl
ham,0,RiaTiwari @okicici
ham,0,SohamKapoor @okaxl
ham,0,DishaKhanna @okybl
ham,0,VihaanSharma @okybl
spam,1,AkshayVerma @okaxl
ham,0,AnkitSharma @okicici
ham,0,AryanGupta @okaxl
ham,0,VanyaAgarwal @okaxl
ham,0,vdty @okaxl
ham,0,ShanayaPatel @kbl
ham,0,ShivanshKumar @oksbi
ham,0,DivyaAgarwal @okhdfc
ham,0,AaryanJain @idbi
ham,0,SanyaJoshi @okaxl
ham,0,RushilReddy @oksbi
spam,1,ArnavSingh @okybl
ham,0,ArnavSingh @okhdfc
ham,0,IshikaReddy @okicici
ham,0,KairaKapoor @okybl
ham,0,SarthakGupta @okybl
ham,0,SuhaniYadav @idbi
spam,1,RishaanSharma @kbl
spam,1,KritikaSingh @okhdfc
ham,0,IshanSharma @oksbi
ham,0,AnayaMishra @okhdfc
spam,1,ShreyaKhanna @okicici
ham,0,AmairaSingh @kbl
ham,0,ShanayaPatel @oksbi
ham,0,AryanGupta @idbi
ham,0,AishaChoudhury @kbl
spam,1,AnikaYadav @okhdfc
ham,0,VivaanMehta @oksbi
ham,0,NavyaVerma @oksbi
ham,0,KritikaSingh @idbi
ham,0,IshikaReddy @oksbi
ham,0,rohnr @okybl
ham,0,VanyaAgarwal @oksbi
ham,0,ZoyaSingh @okicici
ham,0,VanyaAgarwal @okybl
ham,0,AbhinavGupta @idbi
spam,1,IshitaChauhan @kbl
ham,0,IshaniDesai @okaxl
ham,0,SanyaJoshi @kbl
ham,0,KabirKumar @idbi
ham,0,DhruvMehta @oksbi
spam,1,ArnavSingh @okybl
spam,1,IshitaChauhan @oksbi
ham,0,ShreyaKhanna @kbl
ham,0,RachitVerma @okicici
ham,0,RishaanSharma @kbl
ham,0,AaravKumar @okybl
spam,1,AbhinavGupta @okybl
ham,0,KrishaPatel @idbi
ham,0,SaanviMehta @okhdfc
ham,0,SarthakGupta @okicici
ham,0,AvaniPatel @okybl
ham,0,AaravKumar @kbl
ham,0,AishaChoudhury @kbl
ham,0,AkshayVerma @idbi
ham,0,AmritaThakur @okicici
spam,1,AvaniPatel @idbi
ham,0,RitikaKapoor @kbl
ham,0,RushilReddy @okicici
ham,0,AryaTiwari @kbl
spam,1,VanyaAgarwal @oksbi
ham,0,ZoyaSingh @idbi
spam,1,AnkitSharma @okybl
ham,0,RitikaKapoor @okicici
ham,0,AbhinavGupta @oksbi
ham,0,SohamKapoor @okaxl
spam,1,SnehaThakur @oksbi
ham,0,RiyaYadav @oksbi
ham,0,SamarVerma @kbl
ham,0,rjk @kbl
ham,0,ShreyaKhanna @oksbi
spam,1,AryanGupta @okaxl
ham,0,AarohiShah @okicici
ham,0,BhavyaJain @kbl
ham,0,rachelGreen @okhdfc
ham,0,AnkitSharma @okybl
ham,0,ShreyaKhanna @okaxl
ham,0,SarthakGupta @oksbi
ham,0,rjk @okybl
ham,0,AryaTiwari @okhdfc
spam,1,RishaanSharma @okybl
ham,0,AdvikaMehta @okicici
ham,0,AnviKapoor @okicici
ham,0,skylarShr @okhdfc
ham,0,AmritaThakur @okicici
ham,0,AarohiShah @okicici
ham,0,vdty @okhdfc
ham,0,AmitJoshi @oksbi
ham,0,SamarVerma @okicici
ham,0,PranavGupta @okhdfc
ham,0,skylarShr @okicici
ham,0,IshanSharma @okhdfc
spam,1,AnviKapoor @okicici
spam,1,RuhanBansal @idbi
ham,0,SarthakGupta @oksbi
ham,0,IshaniDesai @kbl
ham,0,AryaTiwari @okicici
ham,0,VihaanSharma @oksbi
ham,0,AnviKapoor @oksbi
ham,0,SnehaThakur @kbl
ham,0,YugKapoor @idbi
ham,0,rahul @okhdfc
ham,0,rachelGreen @okicici
ham,0,RuhiMehra @idbi
ham,0,MyraSahu @kbl
ham,0,SamarVerma @okicici
ham,0,ZaraThakur @okhdfc
spam,1,happysng @idbi
ham,0,IshaniDesai @idbi
ham,0,RitikaKapoor @okicici
ham,0,SohamKapoor @idbi
ham,0,NavyaVerma @okhdfc
ham,0,AnanyaBhat @okicici
ham,0,MohitJain @okicici
ham,0,rahul @okicici
ham,0,AnviKapoor @okhdfc
ham,0,SarthakGupta @kbl
spam,1,AyushKumar @idbi
ham,0,AaravKumar @okaxl
ham,0,NehaThakur @okhdfc
ham,0,VihaanSharma @okhdfc
ham,0,RuhiMehra @okaxl
ham,0,rohnr @okhdfc
ham,0,DhruvMehta @okicici
ham,0,ShivanshKumar @okhdfc
ham,0,RheaBhat @okybl
ham,0,AaravKumar @okhdfc
ham,0,rjk @okybl
ham,0,AnikaYadav @kbl
ham,0,AishaChoudhury @okicici
ham,0,RushilReddy @kbl
ham,0,rjk @okybl
ham,0,RishaanSharma @kbl
ham,0,AnayaMishra @okicici
ham,0,RachitVerma @okhdfc
ham,0,AaravKumar @okybl
spam,1,ArnavSingh @okhdfc
ham,0,AishaChoudhury @okaxl
ham,0,VivaanMehta @okybl
ham,0,RuhiMehra @okaxl
ham,0,DivyaAgarwal @kbl
ham,0,IshitaChauhan @okybl
ham,0,MyraSahu @oksbi
ham,0,SwaraSingh @okaxl
ham,0,AaravKumar @okicici
ham,0,AkshayVerma @kbl
ham,0,RushilReddy @okaxl
ham,0,AmritaThakur @kbl
ham,0,MohitJain @idbi
ham,0,AbhinavGupta @okicici
ham,0,ZaraThakur @okhdfc
ham,0,YugKapoor @okhdfc
ham,0,AaravKumar @okicici
ham,0,RuhanBansal @okicici
spam,1,NehaThakur @idbi
ham,0,RheaBhat @okicici
spam,1,AhaanSharma @okicici
ham,0,YugKapoor @kbl
ham,0,YashJoshi @okybl
ham,0,AaryanJain @idbi
ham,0,ZaraThakur @kbl
ham,0,SiyaShah @okaxl
ham,0,PranavGupta @oksbi
ham,0,AishaChoudhury @oksbi
ham,0,SaanviMehta @okaxl
ham,0,DhruvMehta @okybl
ham,0,AaryanJain @okybl
spam,1,AarohiShah @okaxl
ham,0,SwaraSingh @okicici
ham,0,VivaanMehta @kbl
ham,0,NehaThakur @okicici
spam,1,MiraChoudhury @okhdfc
ham,0,RushilReddy @kbl
ham,0,SwaraSingh @idbi
ham,0,SaanviMehta @oksbi
ham,0,RiyaYadav @idbi
ham,0,skylarShr @okaxl
ham,0,AyushKumar @okhdfc
ham,0,SwaraSingh @kbl
ham,0,IshanSharma @kbl
ham,0,AvaniPatel @idbi
ham,0,ZaraThakur @okaxl
ham,0,ArnavSingh @oksbi
ham,0,VivaanMehta @idbi
ham,0,ChaitanyaShah @okybl
ham,0,SamarVerma @kbl
ham,0,AmritaThakur @okhdfc
ham,0,AryanGupta @idbi
ham,0,ShreyaKhanna @oksbi
ham,0,AmitJoshi @idbi
ham,0,SnehaThakur @okybl
ham,0,AyushKumar @kbl
ham,0,DhruvMehta @okaxl
ham,0,VihaanSharma @okaxl
spam,1,RiaTiwari @okaxl
spam,1,KritikaSingh @okaxl
ham,0,ZaraThakur @okybl
spam,1,DivyaAgarwal @kbl
ham,0,skylarShr @kbl
ham,0,BhavyaJain @okybl
ham,0,AbhinavGupta @okhdfc
ham,0,RishaanSharma @okhdfc
ham,0,AryaTiwari @okaxl
ham,0,SwaraSingh @okicici
ham,0,TrishaTiwari @okicici
ham,0,DishaKhanna @oksbi
ham,0,RachitVerma @kbl
ham,0,IshanSharma @kbl
spam,1,AnkitSharma @okaxl
ham,0,RahulKumar @okicici
ham,0,DhruvMehta @kbl
spam,1,KabirKumar @idbi
ham,0,ZaraThakur @idbi
ham,0,NavyaVerma @okybl
spam,1,AdvaitSingh @idbi
ham,0,AnviKapoor @oksbi
spam,1,ArnavSingh @okybl
ham,0,SaanviMehta @okhdfc
ham,0,ZoyaSingh @oksbi
ham,0,AdvikaMehta @idbi
ham,0,RuhanBansal @okybl
ham,0,MiraChoudhury @oksbi
ham,0,DivyaAgarwal @okhdfc
ham,0,RuhiMehra @kbl
ham,0,DhruvMehta @okicici
ham,0,NavyaVerma @kbl
ham,0,SiyaShah @okhdfc
ham,0,AkshayVerma @okybl
ham,0,AnkitSharma @idbi
ham,0,MiraChoudhury @okybl
ham,0,AvyaanBansal @okhdfc
ham,0,AhaanSharma @okaxl
ham,0,AnikaYadav @kbl
ham,0,AnikaYadav @okaxl
ham,0,ChaitanyaShah @kbl
ham,0,AdvikaMehta @idbi
ham,0,ArnavSingh @kbl
spam,1,SiyaShah @okaxl
ham,0,AryaTiwari @idbi
ham,0,MohitJain @okybl
ham,0,SiyaShah @okybl
ham,0,happysng @okicici
spam,1,SanyaJoshi @okaxl
ham,0,AbhinavGupta @okaxl
spam,1,AnikaYadav @okhdfc
ham,0,DivyaAgarwal @okaxl
ham,0,ShreyaKhanna @okaxl
spam,1,RachitVerma @okaxl
ham,0,DishaKhanna @okicici
ham,0,AhaanSharma @oksbi
ham,0,SuhaniYadav @idbi
ham,0,YashJoshi @okhdfc
ham,0,DivyaAgarwal @okybl
ham,0,YugKapoor @kbl
ham,0,ShreyaKhanna @okybl
spam,1,IshaniDesai @kbl
spam,1,ShanayaPatel @oksbi
ham,0,SaanviMehta @okicici
spam,1,KabirKumar @okhdfc
spam,1,DivyaAgarwal @okybl
spam,1,RishaanSharma @okhdfc
ham,0,ShivanshKumar @idbi
ham,0,vdty @okybl
ham,0,SanyaJoshi @oksbi
ham,0,MiraChoudhury @idbi
ham,0,DhruvMehta @okicici
ham,0,NehaThakur @kbl
ham,0,ShreyaKhanna @okaxl
ham,0,NehaThakur @oksbi
ham,0,MyraSahu @okaxl
ham,0,vdty @okybl
ham,0,MyraSahu @idbi
ham,0,rahul @okicici
ham,0,RheaBhat @oksbi
ham,0,KairaKapoor @okhdfc
spam,1,AmitJoshi @okaxl
ham,0,SwaraSingh @okhdfc
ham,0,AyushKumar @okybl
ham,0,AdvikaMehta @kbl
ham,0,ZaraThakur @kbl
ham,0,AryaTiwari @okhdfc
ham,0,DivyaAgarwal @okybl
ham,0,ShivanshKumar @okaxl
ham,0,MyraSahu @oksbi
ham,0,AdvaitSingh @idbi
ham,0,RachitVerma @okicici
ham,0,RushilReddy @okybl
ham,0,TrishaTiwari @okaxl
ham,0,TaraChoudhury @okybl
ham,0,SaanviMehta @okhdfc
spam,1,AkshayVerma @okybl
ham,0,happysng @okhdfc
ham,0,SohamKapoor @idbi
ham,0,KabirKumar @kbl
ham,0,ShanayaPatel @oksbi
ham,0,SanyaJoshi @okhdfc
ham,0,IshikaReddy @okaxl
ham,0,SnehaThakur @kbl
ham,0,AaravKumar @okhdfc
spam,1,AnviKapoor @okhdfc
ham,0,rjk @okhdfc
spam,1,RuhanBansal @idbi
ham,0,AhaanSharma @okaxl
ham,0,skylarShr @okaxl
ham,0,AmitJoshi @oksbi
ham,0,RahulKumar @oksbi
ham,0,AdvaitSingh @okicici
spam,1,PranavGupta @okaxl
ham,0,RiaTiwari @okybl
ham,0,rachelGreen @oksbi
ham,0,YashJoshi @okaxl
spam,1,rjk @idbi
ham,0,AnviKapoor @okybl
ham,0,YashJoshi @kbl
spam,1,RachitVerma @okaxl
ham,0,AmritaThakur @okybl
ham,0,PranavGupta @idbi
ham,0,AaravKumar @okybl
ham,0,PrishaSharma @okicici
ham,0,YugKapoor @okhdfc
ham,0,MohitJain @idbi
spam,1,AmairaSingh @kbl
ham,0,AryaTiwari @idbi
ham,0,RachitVerma @idbi
ham,0,AdvikaMehta @okaxl
spam,1,happysng @okybl
ham,0,ArnavSingh @okaxl
ham,0,AaryanJain @okybl
ham,0,PranavGupta @okybl
ham,0,DhruvMehta @kbl
ham,0,RuhanBansal @okicici
ham,0,SaanviMehta @okicici
ham,0,AnikaYadav @okicici
spam,1,AnanyaBhat @idbi
ham,0,TrishaTiwari @okybl
ham,0,YashJoshi @idbi
ham,0,SwaraSingh @idbi
ham,0,BhavyaJain @okhdfc
ham,0,RushilReddy @okhdfc
ham,0,AnkitSharma @oksbi
ham,0,SamarVerma @oksbi
ham,0,SaanviMehta @okicici
ham,0,TrishaTiwari @okicici
ham,0,MyraSahu @okicici
ham,0,SnehaThakur @oksbi
ham,0,ArnavSingh @okhdfc
ham,0,IshitaChauhan @oksbi
ham,0,NehaThakur @okicici
ham,0,AnkitSharma @okybl
spam,1,AvaniPatel @oksbi
ham,0,AishaChoudhury @kbl
ham,0,SamarVerma @idbi
ham,0,IshaniDesai @idbi
ham,0,ShanayaPatel @okicici
ham,0,rohnr @idbi
ham,0,TaraChoudhury @okhdfc
ham,0,RuhiMehra @oksbi
ham,0,YugKapoor @okicici
ham,0,RiyaYadav @okaxl
ham,0,AryanGupta @okybl
spam,1,RuhiMehra @okhdfc
ham,0,ChaitanyaShah @okicici
ham,0,YashJoshi @kbl
ham,0,MiraChoudhury @idbi
ham,0,AnikaYadav @oksbi
ham,0,YugKapoor @okaxl
ham,0,vdty @okaxl
spam,1,MyraSahu @okybl
ham,0,AnkitSharma @okicici
ham,0,ShivanshKumar @idbi
ham,0,DhruvMehta @kbl
